TF_ID	Gene_ID	Family
Solyc06g009010.1.1	Solyc06g009010.1	NF-YB
Solyc06g009610.1.1	Solyc06g009610.1	GRAS
Solyc06g009640.1.1	Solyc06g009640.1	bZIP
Solyc06g016750.2.1	Solyc06g016750.2	NF-YC
Solyc06g034340.1.1	Solyc06g034340.1	NAC
Solyc06g035490.2.1	Solyc06g035490.2	bHLH
Solyc06g035620.2.1	Solyc06g035620.2	GRAS
Solyc06g036170.1.1	Solyc06g036170.1	GRAS
Solyc06g048630.2.1	Solyc06g048630.2	bZIP
Solyc06g048870.1.1	Solyc06g048870.1	WRKY
Solyc06g049040.2.1	Solyc06g049040.2	bZIP
Solyc06g050430.2.1	Solyc06g050430.2	LBD
Solyc06g050840.2.1	Solyc06g050840.2	bHLH
Solyc06g050950.2.1	Solyc06g050950.2	LBD
Solyc06g051120.2.1	Solyc06g051120.2	Trihelix
Solyc06g051260.2.1	Solyc06g051260.2	bHLH
Solyc06g051550.2.1	Solyc06g051550.2	bHLH
Solyc06g051570.2.1	Solyc06g051570.2	NF-X1
Solyc06g053350.2.1	Solyc06g053350.2	bZIP
Solyc06g053960.2.1	Solyc06g053960.2	HSF
Solyc06g054040.1.1	Solyc06g054040.1	FAR1
Solyc06g060230.2.1	Solyc06g060230.2	NAC
Solyc06g060490.2.1	Solyc06g060490.2	bZIP
Solyc06g060940.1.1	Solyc06g060940.1	GATA
Solyc06g061080.2.1	Solyc06g061080.2	NAC
Solyc06g062460.2.1	Solyc06g062460.2	bHLH
Solyc06g062520.1.1	Solyc06g062520.1	Dof
Solyc06g062630.2.1	Solyc06g062630.2	LBD
Solyc06g063380.1.1	Solyc06g063380.1	NAC
Solyc06g063430.1.1	Solyc06g063430.1	NAC
Solyc06g064540.1.1	Solyc06g064540.1	LBD
Solyc06g064580.1.1	Solyc06g064580.1	bHLH
Solyc06g064590.1.1	Solyc06g064590.1	bHLH
Solyc06g065040.2.1	Solyc06g065040.2	bHLH
Solyc06g065190.1.1	Solyc06g065190.1	TCP
Solyc06g065410.2.1	Solyc06g065410.2	NAC
Solyc06g066370.2.1	Solyc06g066370.2	WRKY
Solyc06g068200.1.1	Solyc06g068200.1	FAR1
Solyc06g068210.1.1	Solyc06g068210.1	FAR1
Solyc06g068460.2.1	Solyc06g068460.2	WRKY
Solyc06g068580.1.1	Solyc06g068580.1	NAC
Solyc06g068870.2.1	Solyc06g068870.2	bHLH
Solyc06g069100.1.1	Solyc06g069100.1	NAC
Solyc06g069240.1.1	Solyc06g069240.1	TCP
Solyc06g069310.2.1	Solyc06g069310.2	NF-YB
Solyc06g069370.2.1	Solyc06g069370.2	bHLH
Solyc06g069460.1.1	Solyc06g069460.1	TCP
Solyc06g069600.1.1	Solyc06g069600.1	bHLH
Solyc06g069710.2.1	Solyc06g069710.2	NAC
Solyc06g069760.2.1	Solyc06g069760.2	Dof
Solyc06g070900.2.1	Solyc06g070900.2	TCP
Solyc06g070910.2.1	Solyc06g070910.2	bHLH
Solyc06g070990.2.1	Solyc06g070990.2	WRKY
Solyc06g071480.2.1	Solyc06g071480.2	Dof
Solyc06g071660.1.1	Solyc06g071660.1	LBD
Solyc06g072040.1.1	Solyc06g072040.1	NF-YC
Solyc06g072370.2.1	Solyc06g072370.2	BBR-BPC
Solyc06g072520.1.1	Solyc06g072520.1	bHLH
Solyc06g072750.2.1	Solyc06g072750.2	HSF
Solyc06g073050.2.1	Solyc06g073050.2	NAC
Solyc06g073200.2.1	Solyc06g073200.2	FAR1
Solyc06g073210.2.1	Solyc06g073210.2	FAR1
Solyc06g073670.2.1	Solyc06g073670.2	FAR1
Solyc06g073720.1.1	Solyc06g073720.1	EIL
Solyc06g073730.1.1	Solyc06g073730.1	EIL
Solyc06g073920.2.1	Solyc06g073920.2	YABBY
Solyc06g074010.2.1	Solyc06g074010.2	E2F/DP
Solyc06g074170.2.1	Solyc06g074170.2	NAC
Solyc06g074320.2.1	Solyc06g074320.2	bZIP
Solyc06g075140.2.1	Solyc06g075140.2	GATA
Solyc06g075330.1.1	Solyc06g075330.1	LBD
Solyc06g075370.2.1	Solyc06g075370.2	Dof
Solyc06g076030.2.1	Solyc06g076030.2	Dof
Solyc06g076280.1.1	Solyc06g076280.1	GRAS
Solyc06g076290.1.1	Solyc06g076290.1	GRAS
Solyc06g082310.2.1	Solyc06g082310.2	LBD
Solyc06g082430.1.1	Solyc06g082430.1	LBD
Solyc06g082530.1.1	Solyc06g082530.1	GRAS
Solyc06g082770.2.1	Solyc06g082770.2	LBD
Solyc06g083170.2.1	Solyc06g083170.2	bHLH
Solyc06g083430.1.1	Solyc06g083430.1	Trihelix
Solyc06g083840.2.1	Solyc06g083840.2	NAC
Solyc06g083850.2.1	Solyc06g083850.2	NAC
Solyc06g083930.1.1	Solyc06g083930.1	LBD
Solyc06g083980.1.1	Solyc06g083980.1	bHLH
Solyc07g005400.2.1	Solyc07g005400.2	bHLH
Solyc07g005650.2.1	Solyc07g005650.2	WRKY
Solyc07g006840.1.1	Solyc07g006840.1	NAC
Solyc07g008180.2.1	Solyc07g008180.2	YABBY
Solyc07g018010.2.1	Solyc07g018010.2	bHLH
Solyc07g020710.2.1	Solyc07g020710.2	CPP
Solyc07g021550.2.1	Solyc07g021550.2	HRT-like
Solyc07g038160.2.1	Solyc07g038160.2	GATA
Solyc07g039570.2.1	Solyc07g039570.2	bHLH
Solyc07g040680.2.1	Solyc07g040680.2	HSF
Solyc07g043260.2.1	Solyc07g043260.2	FAR1
Solyc07g043270.2.1	Solyc07g043270.2	FAR1
Solyc07g043330.1.1	Solyc07g043330.1	GRAS
Solyc07g043580.2.1	Solyc07g043580.2	bHLH
Solyc07g045030.2.1	Solyc07g045030.2	NAC
Solyc07g045520.2.1	Solyc07g045520.2	FAR1
Solyc07g045550.1.1	Solyc07g045550.1	SAP
Solyc07g045560.1.1	Solyc07g045560.1	SAP
Solyc07g047950.1.1	Solyc07g047950.1	GRAS
Solyc07g047960.2.1	Solyc07g047960.2	WRKY
Solyc07g051840.2.1	Solyc07g051840.2	WRKY
Solyc07g052670.2.1	Solyc07g052670.2	bHLH
Solyc07g052760.1.1	Solyc07g052760.1	GeBP
Solyc07g052830.2.1	Solyc07g052830.2	GeBP
Solyc07g052900.1.1	Solyc07g052900.1	GeBP
Solyc07g052930.2.1	Solyc07g052930.2	bHLH
Solyc07g052960.1.1	Solyc07g052960.1	GRAS
Solyc07g053290.2.1	Solyc07g053290.2	bHLH
Solyc07g053410.2.1	Solyc07g053410.2	TCP
Solyc07g053450.2.1	Solyc07g053450.2	bZIP
Solyc07g053590.2.1	Solyc07g053590.2	NAC
Solyc07g053680.1.1	Solyc07g053680.1	NAC
Solyc07g053810.2.1	Solyc07g053810.2	SBP
Solyc07g055100.2.1	Solyc07g055100.2	Trihelix
Solyc07g055280.2.1	Solyc07g055280.2	WRKY
Solyc07g055710.2.1	Solyc07g055710.2	HSF
Solyc07g056280.2.1	Solyc07g056280.2	WRKY
Solyc07g062050.2.1	Solyc07g062050.2	STAT
Solyc07g062200.1.1	Solyc07g062200.1	bHLH
Solyc07g062240.1.1	Solyc07g062240.1	NAC
Solyc07g062260.2.1	Solyc07g062260.2	BES1
Solyc07g062680.1.1	Solyc07g062680.1	TCP
Solyc07g062710.2.1	Solyc07g062710.2	bZIP
Solyc07g062840.2.1	Solyc07g062840.2	NAC
Solyc07g062980.2.1	Solyc07g062980.2	SBP
Solyc07g063410.2.1	Solyc07g063410.2	NAC
Solyc07g063420.2.1	Solyc07g063420.2	NAC
Solyc07g063670.2.1	Solyc07g063670.2	NZZ/SPL
Solyc07g063830.2.1	Solyc07g063830.2	bHLH
Solyc07g063840.1.1	Solyc07g063840.1	GeBP
Solyc07g063940.1.1	Solyc07g063940.1	GRAS
Solyc07g064000.1.1	Solyc07g064000.1	GeBP
Solyc07g064040.2.1	Solyc07g064040.2	bHLH
Solyc07g065260.2.1	Solyc07g065260.2	WRKY
Solyc07g065270.1.1	Solyc07g065270.1	GRAS
Solyc07g065500.1.1	Solyc07g065500.1	NF-YB
Solyc07g065570.1.1	Solyc07g065570.1	NF-YB
Solyc07g065580.1.1	Solyc07g065580.1	NF-YB
Solyc07g066220.2.1	Solyc07g066220.2	WRKY
Solyc07g066250.1.1	Solyc07g066250.1	GRAS
Solyc07g066330.2.1	Solyc07g066330.2	NAC
Solyc08g005050.2.1	Solyc08g005050.2	bHLH
Solyc08g005170.2.1	Solyc08g005170.2	HSF
Solyc08g005290.2.1	Solyc08g005290.2	bZIP
Solyc08g005780.2.1	Solyc08g005780.2	BES1
Solyc08g005900.2.1	Solyc08g005900.2	Trihelix
Solyc08g006020.2.1	Solyc08g006020.2	NAC
Solyc08g006110.2.1	Solyc08g006110.2	bZIP
Solyc08g006320.2.1	Solyc08g006320.2	WRKY
Solyc08g007020.1.1	Solyc08g007020.1	NAC
Solyc08g007170.1.1	Solyc08g007170.1	Trihelix
Solyc08g007190.2.1	Solyc08g007190.2	GATA
Solyc08g007960.1.1	Solyc08g007960.1	NF-YC
Solyc08g008280.2.1	Solyc08g008280.2	WRKY
Solyc08g008410.2.1	Solyc08g008410.2	Nin-like
Solyc08g008500.2.1	Solyc08g008500.2	Dof
Solyc08g008600.2.1	Solyc08g008600.2	bHLH
Solyc08g008660.2.1	Solyc08g008660.2	NAC
Solyc08g013900.2.1	Solyc08g013900.2	Nin-like
Solyc08g014030.1.1	Solyc08g014030.1	GRAS
Solyc08g022080.2.1	Solyc08g022080.2	bZIP
Solyc08g028850.1.1	Solyc08g028850.1	NAC
Solyc08g048370.2.1	Solyc08g048370.2	TCP
Solyc08g048390.1.1	Solyc08g048390.1	TCP
Solyc08g060840.1.1	Solyc08g060840.1	FAR1
Solyc08g061130.2.1	Solyc08g061130.2	bZIP
Solyc08g062200.1.1	Solyc08g062200.1	Nin-like
Solyc08g062210.2.1	Solyc08g062210.2	NF-YA
Solyc08g062490.2.1	Solyc08g062490.2	WRKY
Solyc08g062780.1.1	Solyc08g062780.1	bHLH
Solyc08g062960.2.1	Solyc08g062960.2	HSF
Solyc08g065130.1.1	Solyc08g065130.1	LBD
Solyc08g066510.2.1	Solyc08g066510.2	GATA
Solyc08g067150.2.1	Solyc08g067150.2	CPP
Solyc08g067340.2.1	Solyc08g067340.2	WRKY
Solyc08g067360.2.1	Solyc08g067360.2	WRKY
Solyc08g068380.2.1	Solyc08g068380.2	NAC
Solyc08g069160.2.1	Solyc08g069160.2	Trihelix
Solyc08g074300.2.1	Solyc08g074300.2	NAC
Solyc08g074860.1.1	Solyc08g074860.1	bZIP
Solyc08g075090.2.1	Solyc08g075090.2	bHLH
Solyc08g075110.1.1	Solyc08g075110.1	bHLH
Solyc08g076100.2.1	Solyc08g076100.2	bZIP
Solyc08g076230.1.1	Solyc08g076230.1	BBR-BPC
Solyc08g076330.1.1	Solyc08g076330.1	FAR1
Solyc08g076590.2.1	Solyc08g076590.2	HSF
Solyc08g076820.2.1	Solyc08g076820.2	bHLH
Solyc08g076930.1.1	Solyc08g076930.1	bHLH
Solyc08g077110.2.1	Solyc08g077110.2	NAC
Solyc08g077450.2.1	Solyc08g077450.2	SRS
Solyc08g077960.2.1	Solyc08g077960.2	GATA
Solyc08g078800.1.1	Solyc08g078800.1	GRAS
Solyc08g079100.2.1	Solyc08g079100.2	YABBY
Solyc08g079120.1.1	Solyc08g079120.1	NAC
Solyc08g080150.1.1	Solyc08g080150.1	TCP
Solyc08g080400.1.1	Solyc08g080400.1	GRAS
Solyc08g080540.2.1	Solyc08g080540.2	HSF
Solyc08g081140.2.1	Solyc08g081140.2	bHLH
Solyc08g081610.2.1	Solyc08g081610.2	WRKY
Solyc08g081630.1.1	Solyc08g081630.1	WRKY
Solyc08g082110.2.1	Solyc08g082110.2	WRKY
Solyc08g082750.2.1	Solyc08g082750.2	Nin-like
Solyc08g082910.1.1	Solyc08g082910.1	Dof
Solyc08g083170.1.1	Solyc08g083170.1	bHLH
Solyc09g005070.1.1	Solyc09g005070.1	bHLH
Solyc09g005560.2.1	Solyc09g005560.2	Trihelix
Solyc09g007290.2.1	Solyc09g007290.2	NF-YB
Solyc09g007500.2.1	Solyc09g007500.2	S1Fa-like
Solyc09g008030.1.1	Solyc09g008030.1	TCP
Solyc09g008850.2.1	Solyc09g008850.2	Trihelix
Solyc09g009100.2.1	Solyc09g009100.2	HSF
Solyc09g009250.2.1	Solyc09g009250.2	Trihelix
Solyc09g009490.2.1	Solyc09g009490.2	bZIP
Solyc09g009760.1.1	Solyc09g009760.1	bZIP
Solyc09g010160.1.1	Solyc09g010160.1	NAC
Solyc09g010490.1.1	Solyc09g010490.1	LBD
Solyc09g010670.2.1	Solyc09g010670.2	E2F/DP
Solyc09g010680.2.1	Solyc09g010680.2	Dof
Solyc09g010920.1.1	Solyc09g010920.1	GRAS
Solyc09g010960.2.1	Solyc09g010960.2	WRKY
Solyc09g014690.1.1	Solyc09g014690.1	LBD
Solyc09g014700.1.1	Solyc09g014700.1	LBD
Solyc09g014990.2.1	Solyc09g014990.2	WRKY
Solyc09g015770.2.1	Solyc09g015770.2	WRKY
Solyc09g018130.1.1	Solyc09g018130.1	bHLH
Solyc09g018150.1.1	Solyc09g018150.1	bHLH
Solyc09g018460.1.1	Solyc09g018460.1	GRAS
Solyc09g025310.2.1	Solyc09g025310.2	NAC
Solyc09g057710.2.1	Solyc09g057710.2	bHLH
Solyc09g057870.2.1	Solyc09g057870.2	FAR1
Solyc09g057880.2.1	Solyc09g057880.2	FAR1
Solyc09g059520.2.1	Solyc09g059520.2	HSF
Solyc09g063010.2.1	Solyc09g063010.2	bHLH
Solyc09g064920.2.1	Solyc09g064920.2	bHLH
Solyc09g065100.1.1	Solyc09g065100.1	bHLH
Solyc09g065660.2.1	Solyc09g065660.2	HSF
Solyc09g065820.2.1	Solyc09g065820.2	bHLH
Solyc09g066010.2.1	Solyc09g066010.2	WRKY
Solyc09g066260.2.1	Solyc09g066260.2	LBD
Solyc09g066270.2.1	Solyc09g066270.2	LBD
Solyc09g066450.1.1	Solyc09g066450.1	GRAS
Solyc09g074760.1.1	Solyc09g074760.1	NF-YB
Solyc09g074810.2.1	Solyc09g074810.2	bHLH
Solyc09g075610.2.1	Solyc09g075610.2	GATA
Solyc09g075640.2.1	Solyc09g075640.2	FAR1
Solyc09g082500.2.1	Solyc09g082500.2	CPP
Solyc09g082670.2.1	Solyc09g082670.2	HSF
Solyc09g083220.2.1	Solyc09g083220.2	bHLH
Solyc09g083360.2.1	Solyc09g083360.2	bHLH
Solyc09g089550.2.1	Solyc09g089550.2	ZF-HD
Solyc09g089870.2.1	Solyc09g089870.2	bHLH
Solyc09g090830.2.1	Solyc09g090830.2	GRAS
Solyc09g091250.2.1	Solyc09g091250.2	GATA
Solyc09g091760.1.1	Solyc09g091760.1	bHLH
Solyc09g097870.2.1	Solyc09g097870.2	bHLH
Solyc09g098110.2.1	Solyc09g098110.2	bHLH
Solyc10g005010.2.1	Solyc10g005010.2	NAC
Solyc10g005680.1.1	Solyc10g005680.1	WRKY
Solyc10g006510.2.1	Solyc10g006510.2	bHLH
Solyc10g006640.2.1	Solyc10g006640.2	bHLH
Solyc10g006880.2.1	Solyc10g006880.2	NAC
Solyc10g007970.1.1	Solyc10g007970.1	WRKY
Solyc10g008250.1.1	Solyc10g008250.1	bHLH
Solyc10g008260.1.1	Solyc10g008260.1	bHLH
Solyc10g008270.2.1	Solyc10g008270.2	bHLH
Solyc10g008780.1.1	Solyc10g008780.1	TCP
Solyc10g008880.2.1	Solyc10g008880.2	VOZ
Solyc10g009080.2.1	Solyc10g009080.2	SBP
Solyc10g009270.2.1	Solyc10g009270.2	bHLH
Solyc10g009290.1.1	Solyc10g009290.1	bHLH
Solyc10g009360.2.1	Solyc10g009360.2	Dof
Solyc10g009440.2.1	Solyc10g009440.2	NF-YB
Solyc10g009550.2.1	Solyc10g009550.2	WRKY
Solyc10g011910.2.1	Solyc10g011910.2	WRKY
Solyc10g018510.1.1	Solyc10g018510.1	bHLH
Solyc10g018560.1.1	Solyc10g018560.1	GATA
Solyc10g018710.1.1	Solyc10g018710.1	TCP
Solyc10g018780.1.1	Solyc10g018780.1	SBP
Solyc10g047060.1.1	Solyc10g047060.1	NAC
Solyc10g047640.1.1	Solyc10g047640.1	GATA
Solyc10g049720.1.1	Solyc10g049720.1	bHLH
Solyc10g049780.1.1	Solyc10g049780.1	bHLH
Solyc10g050210.1.1	Solyc10g050210.1	bZIP
Solyc10g054010.1.1	Solyc10g054010.1	bZIP
Solyc10g054070.1.1	Solyc10g054070.1	SRS
Solyc10g055550.1.1	Solyc10g055550.1	bZIP
Solyc10g055760.1.1	Solyc10g055760.1	NAC
Solyc10g074680.1.1	Solyc10g074680.1	GRAS
Solyc10g076390.1.1	Solyc10g076390.1	BES1
Solyc10g076920.1.1	Solyc10g076920.1	bZIP
Solyc10g078290.1.1	Solyc10g078290.1	bZIP
Solyc10g078380.1.1	Solyc10g078380.1	bHLH
Solyc10g078430.1.1	Solyc10g078430.1	E2F/DP
Solyc10g078670.1.1	Solyc10g078670.1	bZIP
Solyc10g078700.1.1	Solyc10g078700.1	SBP
Solyc10g079050.1.1	Solyc10g079050.1	bHLH
Solyc10g079070.1.1	Solyc10g079070.1	bHLH
Solyc10g079150.1.1	Solyc10g079150.1	NF-YA
Solyc10g079220.2.1	Solyc10g079220.2	NAC
Solyc10g079380.1.1	Solyc10g079380.1	HSF
Solyc10g079650.1.1	Solyc10g079650.1	bHLH
Solyc10g079660.1.1	Solyc10g079660.1	bHLH
Solyc10g079680.1.1	Solyc10g079680.1	bHLH
Solyc10g080410.1.1	Solyc10g080410.1	bZIP
Solyc10g080770.1.1	Solyc10g080770.1	bZIP
Solyc10g081350.1.1	Solyc10g081350.1	bZIP
Solyc10g081840.1.1	Solyc10g081840.1	NF-YA
Solyc10g083450.1.1	Solyc10g083450.1	NAC
Solyc10g084220.1.1	Solyc10g084220.1	FAR1
Solyc10g084380.1.1	Solyc10g084380.1	WRKY
Solyc10g086370.1.1	Solyc10g086370.1	GRAS
Solyc10g086380.1.1	Solyc10g086380.1	GRAS
Solyc10g086440.1.1	Solyc10g086440.1	Dof
Solyc10g086530.1.1	Solyc10g086530.1	GRAS
Solyc11g005380.1.1	Solyc11g005380.1	Trihelix
Solyc11g005610.1.1	Solyc11g005610.1	GRAS
Solyc11g005780.1.1	Solyc11g005780.1	bHLH
Solyc11g005920.1.1	Solyc11g005920.1	NAC
Solyc11g008000.1.1	Solyc11g008000.1	NAC
Solyc11g008010.1.1	Solyc11g008010.1	NAC
Solyc11g008830.1.1	Solyc11g008830.1	LBD
Solyc11g010340.1.1	Solyc11g010340.1	bHLH
Solyc11g010940.1.1	Solyc11g010940.1	Dof
Solyc11g011260.1.1	Solyc11g011260.1	GRAS
Solyc11g012510.1.1	Solyc11g012510.1	GRAS
Solyc11g012720.1.1	Solyc11g012720.1	Trihelix
Solyc11g012750.1.1	Solyc11g012750.1	NF-YB
Solyc11g013150.1.1	Solyc11g013150.1	GRAS
Solyc11g016910.1.1	Solyc11g016910.1	NF-YC
Solyc11g016920.1.1	Solyc11g016920.1	NF-YC
Solyc11g017100.1.1	Solyc11g017100.1	GRAS
Solyc11g017210.1.1	Solyc11g017210.1	FAR1
Solyc11g017470.1.1	Solyc11g017470.1	NAC
Solyc11g018660.1.1	Solyc11g018660.1	NAC
Solyc11g020670.1.1	Solyc11g020670.1	TCP
Solyc11g020950.1.1	Solyc11g020950.1	bZIP
Solyc11g022480.1.1	Solyc11g022480.1	NAC
Solyc11g044560.1.1	Solyc11g044560.1	bZIP
Solyc11g044750.1.1	Solyc11g044750.1	Whirly
Solyc11g045350.1.1	Solyc11g045350.1	Nin-like
Solyc11g045530.1.1	Solyc11g045530.1	LBD
Solyc11g045640.1.1	Solyc11g045640.1	TCP
Solyc11g051000.1.1	Solyc11g051000.1	FAR1
Solyc11g056650.1.1	Solyc11g056650.1	bHLH
Solyc11g064800.1.1	Solyc11g064800.1	SRS
Solyc11g064950.1.1	Solyc11g064950.1	bZIP
Solyc11g064990.1.1	Solyc11g064990.1	HSF
Solyc11g065540.1.1	Solyc11g065540.1	NAC
Solyc11g065700.1.1	Solyc11g065700.1	NF-YA
Solyc11g066050.1.1	Solyc11g066050.1	Dof
Solyc11g068370.1.1	Solyc11g068370.1	bZIP
Solyc11g068480.1.1	Solyc11g068480.1	NF-YB
Solyc11g068620.1.1	Solyc11g068620.1	NAC
Solyc11g068750.1.1	Solyc11g068750.1	NAC
Solyc11g068800.1.1	Solyc11g068800.1	E2F/DP
Solyc11g069510.1.1	Solyc11g069510.1	GATA
Solyc11g071810.1.1	Solyc11g071810.1	YABBY
Solyc11g072150.1.1	Solyc11g072150.1	NF-YC
Solyc11g072470.1.1	Solyc11g072470.1	LBD
Solyc11g072500.1.1	Solyc11g072500.1	Dof
Solyc12g005340.1.1	Solyc12g005340.1	GRAS
Solyc12g006120.1.1	Solyc12g006120.1	NF-YB
Solyc12g006170.1.1	Solyc12g006170.1	WRKY
Solyc12g007070.1.1	Solyc12g007070.1	HSF
Solyc12g007180.1.1	Solyc12g007180.1	CPP
Solyc12g008830.1.1	Solyc12g008830.1	GATA
Solyc12g009050.1.1	Solyc12g009050.1	NF-YA
Solyc12g009580.1.1	Solyc12g009580.1	YABBY
Solyc12g010170.1.1	Solyc12g010170.1	bHLH
Solyc12g010800.1.1	Solyc12g010800.1	bZIP
Solyc12g010810.1.1	Solyc12g010810.1	LBD
Solyc12g010890.1.1	Solyc12g010890.1	Trihelix
Solyc12g011190.1.1	Solyc12g011190.1	Nin-like
Solyc12g011200.1.1	Solyc12g011200.1	WRKY
Solyc12g013620.1.1	Solyc12g013620.1	NAC
Solyc12g014140.1.1	Solyc12g014140.1	TCP
Solyc12g014610.1.1	Solyc12g014610.1	WRKY
Solyc12g017400.1.1	Solyc12g017400.1	NAC
Solyc12g027650.1.1	Solyc12g027650.1	NF-YB
Solyc12g035520.1.1	Solyc12g035520.1	CAMTA
Solyc12g036430.1.1	Solyc12g036430.1	bHLH
Solyc12g036470.1.1	Solyc12g036470.1	bHLH
Solyc12g036480.1.1	Solyc12g036480.1	NAC
Solyc12g038520.1.1	Solyc12g038520.1	SBP
Solyc12g042010.1.1	Solyc12g042010.1	bHLH
Solyc12g042590.1.1	Solyc12g042590.1	WRKY
Solyc12g043090.1.1	Solyc12g043090.1	Trihelix
Solyc12g049320.1.1	Solyc12g049320.1	GRAS
Solyc12g056510.1.1	Solyc12g056510.1	Trihelix
Solyc12g056750.1.1	Solyc12g056750.1	WRKY
Solyc12g056790.1.1	Solyc12g056790.1	NAC
Solyc12g056860.1.1	Solyc12g056860.1	bZIP
Solyc12g077540.1.1	Solyc12g077540.1	Trihelix
Solyc12g087850.1.1	Solyc12g087850.1	bHLH
Solyc12g088130.1.1	Solyc12g088130.1	bHLH
Solyc12g088790.1.1	Solyc12g088790.1	bHLH
Solyc12g089040.1.1	Solyc12g089040.1	BES1
Solyc12g096350.1.1	Solyc12g096350.1	WRKY
Solyc12g098520.1.1	Solyc12g098520.1	HSF
Solyc12g098620.1.1	Solyc12g098620.1	bHLH
Solyc12g099220.1.1	Solyc12g099220.1	GRAS
Solyc12g099340.1.1	Solyc12g099340.1	CAMTA
Solyc12g099370.1.1	Solyc12g099370.1	GATA
Solyc12g099900.1.1	Solyc12g099900.1	GRAS
Solyc12g100040.1.1	Solyc12g100040.1	Trihelix
Solyc12g100140.1.1	Solyc12g100140.1	bHLH
Solyc12g100150.1.1	Solyc12g100150.1	LBD
Solyc00g196060.2.1	Solyc00g196060.2	ARF
Solyc01g096070.2.1	Solyc01g096070.2	ARF
Solyc01g103050.2.1	Solyc01g103050.2	ARF
Solyc02g037530.2.1	Solyc02g037530.2	ARF
Solyc02g077560.2.1	Solyc02g077560.2	ARF
Solyc03g031970.2.1	Solyc03g031970.2	ARF
Solyc03g118290.2.1	Solyc03g118290.2	ARF
Solyc04g081240.2.1	Solyc04g081240.2	ARF
Solyc05g047460.2.1	Solyc05g047460.2	ARF
Solyc05g056040.2.1	Solyc05g056040.2	ARF
Solyc06g075150.2.1	Solyc06g075150.2	ARF
Solyc07g016180.2.1	Solyc07g016180.2	ARF
Solyc07g042260.2.1	Solyc07g042260.2	ARF
Solyc07g043620.2.1	Solyc07g043620.2	ARF
Solyc08g008380.2.1	Solyc08g008380.2	ARF
Solyc08g082630.2.1	Solyc08g082630.2	ARF
Solyc09g007810.2.1	Solyc09g007810.2	ARF
Solyc10g086130.1.1	Solyc10g086130.1	ARF
Solyc11g013480.1.1	Solyc11g013480.1	ARF
Solyc11g069190.1.1	Solyc11g069190.1	ARF
Solyc11g069500.1.1	Solyc11g069500.1	ARF
Solyc12g042070.1.1	Solyc12g042070.1	ARF
Solyc00g011550.1.1	Solyc00g011550.1	B3
Solyc00g011660.1.1	Solyc00g011660.1	B3
Solyc00g057280.1.1	Solyc00g057280.1	B3
Solyc01g015210.1.1	Solyc01g015210.1	B3
Solyc01g060370.1.1	Solyc01g060370.1	B3
Solyc01g079560.2.1	Solyc01g079560.2	B3
Solyc01g081400.2.1	Solyc01g081400.2	B3
Solyc01g095880.1.1	Solyc01g095880.1	B3
Solyc01g096790.2.1	Solyc01g096790.2	B3
Solyc01g106230.2.1	Solyc01g106230.2	B3
Solyc01g106250.2.1	Solyc01g106250.2	B3
Solyc01g108120.2.1	Solyc01g108120.2	B3
Solyc01g108130.2.1	Solyc01g108130.2	B3
Solyc01g108140.2.1	Solyc01g108140.2	B3
Solyc01g108930.2.1	Solyc01g108930.2	B3
Solyc01g108940.1.1	Solyc01g108940.1	B3
Solyc01g108950.1.1	Solyc01g108950.1	B3
Solyc02g021260.1.1	Solyc02g021260.1	B3
Solyc02g026080.1.1	Solyc02g026080.1	B3
Solyc02g032070.1.1	Solyc02g032070.1	B3
Solyc02g055370.2.1	Solyc02g055370.2	B3
Solyc02g065310.1.1	Solyc02g065310.1	B3
Solyc02g065340.1.1	Solyc02g065340.1	B3
Solyc02g065350.2.1	Solyc02g065350.2	B3
Solyc02g079020.2.1	Solyc02g079020.2	B3
Solyc02g081780.1.1	Solyc02g081780.1	B3
Solyc02g090170.2.1	Solyc02g090170.2	B3
Solyc02g090710.2.1	Solyc02g090710.2	B3
Solyc02g094460.1.1	Solyc02g094460.1	B3
Solyc03g007140.2.1	Solyc03g007140.2	B3
Solyc03g042500.1.1	Solyc03g042500.1	B3
Solyc03g042510.1.1	Solyc03g042510.1	B3
Solyc03g043580.1.1	Solyc03g043580.1	B3
Solyc03g044110.1.1	Solyc03g044110.1	B3
Solyc03g111410.2.1	Solyc03g111410.2	B3
Solyc03g111500.2.1	Solyc03g111500.2	B3
Solyc04g015500.2.1	Solyc04g015500.2	B3
Solyc04g064830.2.1	Solyc04g064830.2	B3
Solyc04g079130.2.1	Solyc04g079130.2	B3
Solyc04g079590.2.1	Solyc04g079590.2	B3
Solyc05g017740.1.1	Solyc05g017740.1	B3
Solyc05g041100.1.1	Solyc05g041100.1	B3
Solyc06g007530.2.1	Solyc06g007530.2	B3
Solyc06g034140.1.1	Solyc06g034140.1	B3
Solyc06g073980.2.1	Solyc06g073980.2	B3
Solyc06g074160.1.1	Solyc06g074160.1	B3
Solyc06g082520.2.1	Solyc06g082520.2	B3
Solyc06g083590.2.1	Solyc06g083590.2	B3
Solyc06g083600.1.1	Solyc06g083600.1	B3
Solyc07g017470.1.1	Solyc07g017470.1	B3
Solyc07g054630.2.1	Solyc07g054630.2	B3
Solyc08g006190.1.1	Solyc08g006190.1	B3
Solyc08g006200.1.1	Solyc08g006200.1	B3
Solyc08g006210.1.1	Solyc08g006210.1	B3
Solyc08g006220.2.1	Solyc08g006220.2	B3
