TF_ID	Gene_ID	Family
Sopen06g023550.1	Sopen06g023550	bHLH
Sopen06g023690.1	Sopen06g023690	TCP
Sopen06g023890.1	Sopen06g023890	NAC
Sopen06g025470.1	Sopen06g025470	FAR1
Sopen06g025480.1	Sopen06g025480	FAR1
Sopen06g025710.1	Sopen06g025710	WRKY
Sopen06g025840.1	Sopen06g025840	NAC
Sopen06g026160.1	Sopen06g026160	bHLH
Sopen06g026380.1	Sopen06g026380	NAC
Sopen06g026500.1	Sopen06g026500	TCP
Sopen06g026570.1	Sopen06g026570	NF-YB
Sopen06g026630.1	Sopen06g026630	bHLH
Sopen06g026650.1	Sopen06g026650	Dof
Sopen06g026750.1	Sopen06g026750	TCP
Sopen06g026900.1	Sopen06g026900	bHLH
Sopen06g027010.1	Sopen06g027010	NAC
Sopen06g027050.1	Sopen06g027050	Dof
Sopen06g027180.1	Sopen06g027180	TCP
Sopen06g027190.1	Sopen06g027190	bHLH
Sopen06g027260.1	Sopen06g027260	WRKY
Sopen06g027770.1	Sopen06g027770	Dof
Sopen06g027970.1	Sopen06g027970	LBD
Sopen06g028330.1	Sopen06g028330	NF-YC
Sopen06g028740.1	Sopen06g028740	BBR-BPC
Sopen06g028890.1	Sopen06g028890	bHLH
Sopen06g029130.1	Sopen06g029130	HSF
Sopen06g029400.1	Sopen06g029400	NAC
Sopen06g029570.1	Sopen06g029570	FAR1
Sopen06g029580.1	Sopen06g029580	FAR1
Sopen06g030080.1	Sopen06g030080	FAR1
Sopen06g030120.1	Sopen06g030120	EIL
Sopen06g030130.1	Sopen06g030130	EIL
Sopen06g030320.1	Sopen06g030320	YABBY
Sopen06g030420.1	Sopen06g030420	E2F/DP
Sopen06g030430.1	Sopen06g030430	E2F/DP
Sopen06g030430.2	Sopen06g030430	E2F/DP
Sopen06g030590.1	Sopen06g030590	NAC
Sopen06g030780.1	Sopen06g030780	bZIP
Sopen06g031550.1	Sopen06g031550	GATA
Sopen06g031750.1	Sopen06g031750	LBD
Sopen06g031790.1	Sopen06g031790	Dof
Sopen06g032440.1	Sopen06g032440	Dof
Sopen06g032710.1	Sopen06g032710	GRAS
Sopen06g033700.1	Sopen06g033700	LBD
Sopen06g033810.1	Sopen06g033810	LBD
Sopen06g033910.1	Sopen06g033910	GRAS
Sopen06g033930.1	Sopen06g033930	GRAS
Sopen06g034130.1	Sopen06g034130	LBD
Sopen06g034560.1	Sopen06g034560	bHLH
Sopen06g034790.1	Sopen06g034790	Trihelix
Sopen06g035250.1	Sopen06g035250	NAC
Sopen06g035330.1	Sopen06g035330	LBD
Sopen06g035370.1	Sopen06g035370	bHLH
Sopen07g001380.1	Sopen07g001380	bHLH
Sopen07g001750.1	Sopen07g001750	WRKY
Sopen07g002940.1	Sopen07g002940	NAC
Sopen07g004060.1	Sopen07g004060	YABBY
Sopen07g006930.1	Sopen07g006930	bHLH
Sopen07g007600.1	Sopen07g007600	FAR1
Sopen07g008660.1	Sopen07g008660	CPP
Sopen07g011050.1	Sopen07g011050	HRT-like
Sopen07g012150.1	Sopen07g012150	NAC
Sopen07g018310.1	Sopen07g018310	GATA
Sopen07g018910.1	Sopen07g018910	bHLH
Sopen07g019390.1	Sopen07g019390	HSF
Sopen07g022840.1	Sopen07g022840	FAR1
Sopen07g022850.1	Sopen07g022850	FAR1
Sopen07g022890.1	Sopen07g022890	GRAS
Sopen07g023150.1	Sopen07g023150	bHLH
Sopen07g023590.1	Sopen07g023590	NAC
Sopen07g024380.1	Sopen07g024380	GRAS
Sopen07g024390.1	Sopen07g024390	WRKY
Sopen07g025440.1	Sopen07g025440	WRKY
Sopen07g025650.1	Sopen07g025650	TCP
Sopen07g026270.1	Sopen07g026270	bHLH
Sopen07g026360.1	Sopen07g026360	GeBP
Sopen07g026380.1	Sopen07g026380	GeBP
Sopen07g026390.1	Sopen07g026390	GeBP
Sopen07g026390.2	Sopen07g026390	GeBP
Sopen07g026450.1	Sopen07g026450	GeBP
Sopen07g026480.1	Sopen07g026480	bHLH
Sopen07g026510.1	Sopen07g026510	GRAS
Sopen07g026940.1	Sopen07g026940	WRKY
Sopen07g026940.2	Sopen07g026940	WRKY
Sopen07g027250.1	Sopen07g027250	bHLH
Sopen07g027370.1	Sopen07g027370	TCP
Sopen07g027410.1	Sopen07g027410	bZIP
Sopen07g027540.1	Sopen07g027540	NAC
Sopen07g027590.1	Sopen07g027590	bZIP
Sopen07g027780.1	Sopen07g027780	SBP
Sopen07g029070.1	Sopen07g029070	HSF
Sopen07g029640.1	Sopen07g029640	WRKY
Sopen07g030310.1	Sopen07g030310	STAT
Sopen07g030480.1	Sopen07g030480	bHLH
Sopen07g030510.1	Sopen07g030510	NAC
Sopen07g030540.1	Sopen07g030540	BES1
Sopen07g030910.1	Sopen07g030910	TCP
Sopen07g030940.1	Sopen07g030940	bZIP
Sopen07g031040.1	Sopen07g031040	NAC
Sopen07g031170.1	Sopen07g031170	SBP
Sopen07g031570.1	Sopen07g031570	NAC
Sopen07g031590.1	Sopen07g031590	NAC
Sopen07g031850.1	Sopen07g031850	NZZ/SPL
Sopen07g031930.1	Sopen07g031930	bHLH
Sopen07g031950.1	Sopen07g031950	GeBP
Sopen07g032080.1	Sopen07g032080	GRAS
Sopen07g032140.1	Sopen07g032140	GeBP
Sopen07g032180.1	Sopen07g032180	bHLH
Sopen07g033470.2	Sopen07g033470	WRKY
Sopen07g033470.3	Sopen07g033470	WRKY
Sopen07g033480.1	Sopen07g033480	GRAS
Sopen07g033710.1	Sopen07g033710	NF-YB
Sopen07g033770.1	Sopen07g033770	NF-YB
Sopen07g033780.1	Sopen07g033780	NF-YB
Sopen07g033790.1	Sopen07g033790	NF-YB
Sopen07g034400.1	Sopen07g034400	WRKY
Sopen07g034400.2	Sopen07g034400	WRKY
Sopen07g034430.1	Sopen07g034430	GRAS
Sopen07g034510.1	Sopen07g034510	NAC
Sopen08g001070.1	Sopen08g001070	bHLH
Sopen08g001190.1	Sopen08g001190	HSF
Sopen08g001310.1	Sopen08g001310	bZIP
Sopen08g001780.1	Sopen08g001780	BES1
Sopen08g001780.2	Sopen08g001780	BES1
Sopen08g001780.3	Sopen08g001780	BES1
Sopen08g001870.1	Sopen08g001870	Trihelix
Sopen08g001990.1	Sopen08g001990	NAC
Sopen08g002080.1	Sopen08g002080	bZIP
Sopen08g002300.1	Sopen08g002300	WRKY
Sopen08g003120.1	Sopen08g003120	Trihelix
Sopen08g003140.1	Sopen08g003140	GATA
Sopen08g004130.1	Sopen08g004130	WRKY
Sopen08g004270.1	Sopen08g004270	Nin-like
Sopen08g004350.1	Sopen08g004350	Dof
Sopen08g004440.1	Sopen08g004440	bHLH
Sopen08g004490.1	Sopen08g004490	NAC
Sopen08g004760.1	Sopen08g004760	Nin-like
Sopen08g004910.1	Sopen08g004910	GRAS
Sopen08g007600.1	Sopen08g007600	bZIP
Sopen08g010620.1	Sopen08g010620	TCP
Sopen08g010620.2	Sopen08g010620	TCP
Sopen08g015840.1	Sopen08g015840	TCP
Sopen08g015980.1	Sopen08g015980	FAR1
Sopen08g015980.2	Sopen08g015980	FAR1
Sopen08g016230.1	Sopen08g016230	bZIP
Sopen08g017790.1	Sopen08g017790	Nin-like
Sopen08g017820.1	Sopen08g017820	NF-YA
Sopen08g017970.1	Sopen08g017970	WRKY
Sopen08g018260.1	Sopen08g018260	bHLH
Sopen08g018510.1	Sopen08g018510	HSF
Sopen08g018510.3	Sopen08g018510	HSF
Sopen08g020340.1	Sopen08g020340	GATA
Sopen08g021070.1	Sopen08g021070	CPP
Sopen08g021290.1	Sopen08g021290	WRKY
Sopen08g021300.1	Sopen08g021300	WRKY
Sopen08g022220.1	Sopen08g022220	NAC
Sopen08g022250.1	Sopen08g022250	NAC
Sopen08g022790.1	Sopen08g022790	Trihelix
Sopen08g022950.1	Sopen08g022950	NAC
Sopen08g023460.1	Sopen08g023460	bZIP
Sopen08g023720.1	Sopen08g023720	bHLH
Sopen08g023740.1	Sopen08g023740	bHLH
Sopen08g024750.1	Sopen08g024750	bZIP
Sopen08g024870.1	Sopen08g024870	BBR-BPC
Sopen08g025150.1	Sopen08g025150	HSF
Sopen08g025340.1	Sopen08g025340	bHLH
Sopen08g025500.1	Sopen08g025500	bHLH
Sopen08g025690.1	Sopen08g025690	NAC
Sopen08g026040.1	Sopen08g026040	SRS
Sopen08g026470.1	Sopen08g026470	GATA
Sopen08g027270.1	Sopen08g027270	GRAS
Sopen08g027560.1	Sopen08g027560	YABBY
Sopen08g027580.1	Sopen08g027580	NAC
Sopen08g028510.1	Sopen08g028510	TCP
Sopen08g028730.1	Sopen08g028730	GRAS
Sopen08g028860.1	Sopen08g028860	HSF
Sopen08g029440.1	Sopen08g029440	bHLH
Sopen08g029910.1	Sopen08g029910	WRKY
Sopen08g029930.1	Sopen08g029930	WRKY
Sopen08g030400.1	Sopen08g030400	WRKY
Sopen08g030980.1	Sopen08g030980	Nin-like
Sopen08g030990.1	Sopen08g030990	Nin-like
Sopen08g031140.1	Sopen08g031140	Dof
Sopen08g031370.1	Sopen08g031370	bHLH
Sopen09g001470.1	Sopen09g001470	Trihelix
Sopen09g002370.1	Sopen09g002370	S1Fa-like
Sopen09g002370.2	Sopen09g002370	S1Fa-like
Sopen09g002830.1	Sopen09g002830	TCP
Sopen09g003620.1	Sopen09g003620	Trihelix
Sopen09g003640.1	Sopen09g003640	Trihelix
Sopen09g003640.2	Sopen09g003640	Trihelix
Sopen09g003980.1	Sopen09g003980	Trihelix
Sopen09g004050.1	Sopen09g004050	GRAS
Sopen09g004230.1	Sopen09g004230	bZIP
Sopen09g004520.1	Sopen09g004520	bZIP
Sopen09g005380.1	Sopen09g005380	E2F/DP
Sopen09g005390.1	Sopen09g005390	Dof
Sopen09g005640.1	Sopen09g005640	GRAS
Sopen09g005680.1	Sopen09g005680	WRKY
Sopen09g007970.1	Sopen09g007970	WRKY
Sopen09g009930.1	Sopen09g009930	WRKY
Sopen09g010690.1	Sopen09g010690	bHLH
Sopen09g010770.1	Sopen09g010770	bHLH
Sopen09g011650.1	Sopen09g011650	GRAS
Sopen09g012960.1	Sopen09g012960	bHLH
Sopen09g021180.1	Sopen09g021180	bHLH
Sopen09g021630.1	Sopen09g021630	FAR1
Sopen09g021650.1	Sopen09g021650	FAR1
Sopen09g022720.1	Sopen09g022720	HSF
Sopen09g025180.1	Sopen09g025180	bHLH
Sopen09g026630.1	Sopen09g026630	bHLH
Sopen09g026820.1	Sopen09g026820	bHLH
Sopen09g027410.1	Sopen09g027410	HSF
Sopen09g027410.2	Sopen09g027410	HSF
Sopen09g027610.1	Sopen09g027610	bHLH
Sopen09g027780.1	Sopen09g027780	WRKY
Sopen09g027960.1	Sopen09g027960	LBD
Sopen09g027970.1	Sopen09g027970	LBD
Sopen09g028180.1	Sopen09g028180	GRAS
Sopen09g028230.1	Sopen09g028230	NAC
Sopen09g029610.1	Sopen09g029610	NF-YB
Sopen09g029650.1	Sopen09g029650	bHLH
Sopen09g030410.1	Sopen09g030410	GATA
Sopen09g030440.1	Sopen09g030440	FAR1
Sopen09g031360.1	Sopen09g031360	CPP
Sopen09g031520.1	Sopen09g031520	HSF
Sopen09g032140.1	Sopen09g032140	bHLH
Sopen09g032280.1	Sopen09g032280	bHLH
Sopen09g032470.1	Sopen09g032470	ZF-HD
Sopen09g032470.2	Sopen09g032470	ZF-HD
Sopen09g032810.1	Sopen09g032810	bHLH
Sopen09g033790.1	Sopen09g033790	GRAS
Sopen09g034220.1	Sopen09g034220	GATA
Sopen09g034650.1	Sopen09g034650	bHLH
Sopen09g035810.1	Sopen09g035810	bHLH
Sopen09g036050.1	Sopen09g036050	bHLH
Sopen09g036050.2	Sopen09g036050	bHLH
Sopen09g036050.3	Sopen09g036050	bHLH
Sopen10g001020.1	Sopen10g001020	NAC
Sopen10g001650.1	Sopen10g001650	WRKY
Sopen10g002460.1	Sopen10g002460	bHLH
Sopen10g002570.1	Sopen10g002570	bHLH
Sopen10g002790.2	Sopen10g002790	NAC
Sopen10g003840.1	Sopen10g003840	WRKY
Sopen10g004110.1	Sopen10g004110	bHLH
Sopen10g004550.1	Sopen10g004550	TCP
Sopen10g004670.1	Sopen10g004670	VOZ
Sopen10g004860.1	Sopen10g004860	SBP
Sopen10g005050.1	Sopen10g005050	bHLH
Sopen10g005070.1	Sopen10g005070	bHLH
Sopen10g005150.1	Sopen10g005150	Dof
Sopen10g005220.1	Sopen10g005220	NF-YB
Sopen10g005370.1	Sopen10g005370	WRKY
Sopen10g005700.1	Sopen10g005700	WRKY
Sopen10g008180.1	Sopen10g008180	bHLH
Sopen10g008320.1	Sopen10g008320	GATA
Sopen10g008650.1	Sopen10g008650	SBP
Sopen10g017020.1	Sopen10g017020	NAC
Sopen10g018050.1	Sopen10g018050	GATA
Sopen10g018050.2	Sopen10g018050	GATA
Sopen10g020610.1	Sopen10g020610	bHLH
Sopen10g020770.1	Sopen10g020770	bHLH
Sopen10g021360.1	Sopen10g021360	bZIP
Sopen10g022760.1	Sopen10g022760	NAC
Sopen10g023850.1	Sopen10g023850	bZIP
Sopen10g025280.1	Sopen10g025280	bZIP
Sopen10g025590.1	Sopen10g025590	NAC
Sopen10g027150.1	Sopen10g027150	GRAS
Sopen10g028040.1	Sopen10g028040	BES1
Sopen10g028610.1	Sopen10g028610	bZIP
Sopen10g028950.1	Sopen10g028950	bZIP
Sopen10g029040.1	Sopen10g029040	bHLH
Sopen10g029090.1	Sopen10g029090	E2F/DP
Sopen10g029290.1	Sopen10g029290	bZIP
Sopen10g029320.1	Sopen10g029320	SBP
Sopen10g029690.1	Sopen10g029690	bHLH
Sopen10g029710.1	Sopen10g029710	bHLH
Sopen10g029770.1	Sopen10g029770	NAC
Sopen10g029800.2	Sopen10g029800	NF-YA
Sopen10g029870.1	Sopen10g029870	NAC
Sopen10g030030.1	Sopen10g030030	HSF
Sopen10g030290.1	Sopen10g030290	bHLH
Sopen10g030300.1	Sopen10g030300	bHLH
Sopen10g030300.2	Sopen10g030300	bHLH
Sopen10g030310.1	Sopen10g030310	bHLH
Sopen10g030950.1	Sopen10g030950	bZIP
Sopen10g030950.2	Sopen10g030950	bZIP
Sopen10g031310.1	Sopen10g031310	bZIP
Sopen10g031850.1	Sopen10g031850	bZIP
Sopen10g032360.1	Sopen10g032360	NF-YA
Sopen10g032920.1	Sopen10g032920	NAC
Sopen10g033040.1	Sopen10g033040	Trihelix
Sopen10g033660.1	Sopen10g033660	FAR1
Sopen10g033820.1	Sopen10g033820	WRKY
Sopen10g035430.1	Sopen10g035430	S1Fa-like
Sopen10g035750.1	Sopen10g035750	GRAS
Sopen10g035760.1	Sopen10g035760	GRAS
Sopen10g035820.1	Sopen10g035820	Dof
Sopen10g035910.1	Sopen10g035910	GRAS
Sopen11g001390.1	Sopen11g001390	Trihelix
Sopen11g001740.1	Sopen11g001740	bHLH
Sopen11g001860.1	Sopen11g001860	NAC
Sopen11g001860.2	Sopen11g001860	NAC
Sopen11g003860.1	Sopen11g003860	NAC
Sopen11g003870.1	Sopen11g003870	NAC
Sopen11g003870.2	Sopen11g003870	NAC
Sopen11g004610.1	Sopen11g004610	LBD
Sopen11g005120.1	Sopen11g005120	bHLH
Sopen11g005680.1	Sopen11g005680	Dof
Sopen11g006040.1	Sopen11g006040	GRAS
Sopen11g007250.1	Sopen11g007250	GRAS
Sopen11g007460.1	Sopen11g007460	Trihelix
Sopen11g007490.1	Sopen11g007490	NF-YB
Sopen11g008200.1	Sopen11g008200	GRAS
Sopen11g009420.1	Sopen11g009420	NAC
Sopen11g009640.1	Sopen11g009640	NAC
Sopen11g010700.1	Sopen11g010700	TCP
Sopen11g011090.1	Sopen11g011090	bZIP
Sopen11g011520.1	Sopen11g011520	NAC
Sopen11g020170.1	Sopen11g020170	bZIP
Sopen11g020260.1	Sopen11g020260	Whirly
Sopen11g020260.2	Sopen11g020260	Whirly
Sopen11g020260.3	Sopen11g020260	Whirly
Sopen11g020820.1	Sopen11g020820	Nin-like
Sopen11g021180.1	Sopen11g021180	LBD
Sopen11g023410.1	Sopen11g023410	bHLH
Sopen11g024190.1	Sopen11g024190	Nin-like
Sopen11g024280.1	Sopen11g024280	Nin-like
Sopen11g024510.1	Sopen11g024510	SRS
Sopen11g024510.2	Sopen11g024510	SRS
Sopen11g024740.1	Sopen11g024740	bZIP
Sopen11g024750.1	Sopen11g024750	HSF
Sopen11g025440.1	Sopen11g025440	NF-YA
Sopen11g025790.1	Sopen11g025790	Dof
Sopen11g027090.1	Sopen11g027090	bZIP
Sopen11g027190.1	Sopen11g027190	NF-YB
Sopen11g027340.1	Sopen11g027340	NAC
Sopen11g027460.1	Sopen11g027460	NAC
Sopen11g027520.1	Sopen11g027520	E2F/DP
Sopen11g028220.1	Sopen11g028220	GATA
Sopen11g029480.1	Sopen11g029480	YABBY
Sopen11g029480.2	Sopen11g029480	YABBY
Sopen11g029800.1	Sopen11g029800	NF-YC
Sopen11g030110.1	Sopen11g030110	LBD
Sopen11g030150.1	Sopen11g030150	Dof
Sopen12g001320.1	Sopen12g001320	GRAS
Sopen12g002080.1	Sopen12g002080	NF-YB
Sopen12g002120.1	Sopen12g002120	WRKY
Sopen12g003060.1	Sopen12g003060	HSF
Sopen12g003170.1	Sopen12g003170	CPP
Sopen12g003170.2	Sopen12g003170	CPP
Sopen12g003760.1	Sopen12g003760	GATA
Sopen12g003980.1	Sopen12g003980	NF-YA
Sopen12g003980.2	Sopen12g003980	NF-YA
Sopen12g004560.1	Sopen12g004560	YABBY
Sopen12g005040.1	Sopen12g005040	bHLH
Sopen12g005590.1	Sopen12g005590	bHLH
Sopen12g005590.2	Sopen12g005590	bHLH
Sopen12g005920.1	Sopen12g005920	TCP
Sopen12g006170.1	Sopen12g006170	bZIP
Sopen12g006250.1	Sopen12g006250	Trihelix
Sopen12g006550.1	Sopen12g006550	Nin-like
Sopen12g006560.1	Sopen12g006560	WRKY
Sopen12g006970.1	Sopen12g006970	NAC
Sopen12g007500.1	Sopen12g007500	WRKY
Sopen12g008180.1	Sopen12g008180	NAC
Sopen12g008180.2	Sopen12g008180	NAC
Sopen12g012630.1	Sopen12g012630	NF-YB
Sopen12g015500.1	Sopen12g015500	CAMTA
Sopen12g015500.2	Sopen12g015500	CAMTA
Sopen12g015500.3	Sopen12g015500	CAMTA
Sopen12g015990.1	Sopen12g015990	TCP
Sopen12g016990.1	Sopen12g016990	bHLH
Sopen12g017030.1	Sopen12g017030	NAC
Sopen12g018830.1	Sopen12g018830	SBP
Sopen12g021730.1	Sopen12g021730	WRKY
Sopen12g022340.1	Sopen12g022340	Trihelix
Sopen12g023800.1	Sopen12g023800	GRAS
Sopen12g028110.1	Sopen12g028110	Trihelix
Sopen12g029100.1	Sopen12g029100	Trihelix
Sopen12g029430.1	Sopen12g029430	WRKY
Sopen12g029470.1	Sopen12g029470	NAC
Sopen12g029540.1	Sopen12g029540	bZIP
Sopen12g030120.1	Sopen12g030120	bHLH
Sopen12g030120.2	Sopen12g030120	bHLH
Sopen12g030360.1	Sopen12g030360	bHLH
Sopen12g030940.1	Sopen12g030940	BES1
Sopen12g032210.1	Sopen12g032210	WRKY
Sopen12g033300.1	Sopen12g033300	HSF
Sopen12g033380.1	Sopen12g033380	bHLH
Sopen12g033900.1	Sopen12g033900	GRAS
Sopen12g034010.1	Sopen12g034010	CAMTA
Sopen12g034040.1	Sopen12g034040	GATA
Sopen12g034520.1	Sopen12g034520	GRAS
Sopen12g034660.1	Sopen12g034660	Trihelix
Sopen12g034770.1	Sopen12g034770	bHLH
Sopen12g034780.1	Sopen12g034780	LBD
Sopen01g039790.1	Sopen01g039790	ARF
Sopen01g045470.1	Sopen01g045470	ARF
Sopen02g011920.1	Sopen02g011920	ARF
Sopen02g022450.1	Sopen02g022450	ARF
Sopen02g022450.2	Sopen02g022450	ARF
Sopen03g005820.1	Sopen03g005820	ARF
Sopen03g005820.2	Sopen03g005820	ARF
Sopen03g037200.1	Sopen03g037200	ARF
Sopen04g034850.1	Sopen04g034850	ARF
Sopen05g027770.1	Sopen05g027770	ARF
Sopen05g034450.1	Sopen05g034450	ARF
Sopen06g031560.1	Sopen06g031560	ARF
Sopen07g021880.1	Sopen07g021880	ARF
Sopen07g023180.1	Sopen07g023180	ARF
Sopen08g004260.1	Sopen08g004260	ARF
Sopen08g004260.2	Sopen08g004260	ARF
Sopen08g030870.1	Sopen08g030870	ARF
Sopen09g002650.1	Sopen09g002650	ARF
Sopen10g035510.1	Sopen10g035510	ARF
Sopen11g008490.1	Sopen11g008490	ARF
Sopen11g027930.1	Sopen11g027930	ARF
Sopen11g028210.1	Sopen11g028210	ARF
Sopen12g002300.1	Sopen12g002300	ARF
Sopen12g002300.2	Sopen12g002300	ARF
Sopen12g021160.1	Sopen12g021160	ARF
Sopen00g003940.1	Sopen00g003940	B3
Sopen00g004350.1	Sopen00g004350	B3
Sopen01g007270.1	Sopen01g007270	B3
Sopen01g026530.1	Sopen01g026530	B3
Sopen01g031340.1	Sopen01g031340	B3
Sopen01g032970.1	Sopen01g032970	B3
Sopen01g039620.1	Sopen01g039620	B3
Sopen01g040490.1	Sopen01g040490	B3
Sopen01g048640.1	Sopen01g048640	B3
Sopen01g048640.2	Sopen01g048640	B3
Sopen01g050350.1	Sopen01g050350	B3
Sopen01g050360.1	Sopen01g050360	B3
Sopen01g050370.1	Sopen01g050370	B3
Sopen01g051130.1	Sopen01g051130	B3
Sopen01g051140.1	Sopen01g051140	B3
Sopen02g005730.1	Sopen02g005730	B3
Sopen02g005730.2	Sopen02g005730	B3
Sopen02g006830.1	Sopen02g006830	B3
Sopen02g008810.1	Sopen02g008810	B3
Sopen02g009350.1	Sopen02g009350	B3
Sopen02g015460.1	Sopen02g015460	B3
Sopen02g015540.1	Sopen02g015540	B3
Sopen02g015560.1	Sopen02g015560	B3
Sopen02g023830.1	Sopen02g023830	B3
Sopen02g023830.2	Sopen02g023830	B3
Sopen02g023830.3	Sopen02g023830	B3
Sopen02g026380.1	Sopen02g026380	B3
Sopen02g034860.1	Sopen02g034860	B3
Sopen02g035340.1	Sopen02g035340	B3
Sopen02g039120.1	Sopen02g039120	B3
Sopen03g003130.1	Sopen03g003130	B3
Sopen03g007470.1	Sopen03g007470	B3
Sopen03g007470.2	Sopen03g007470	B3
Sopen03g030540.1	Sopen03g030540	B3
Sopen03g030640.1	Sopen03g030640	B3
Sopen04g007570.1	Sopen04g007570	B3
Sopen04g007580.1	Sopen04g007580	B3
Sopen04g026790.1	Sopen04g026790	B3
Sopen04g032740.1	Sopen04g032740	B3
Sopen04g033170.1	Sopen04g033170	B3
Sopen05g014200.1	Sopen05g014200	B3
Sopen05g025010.1	Sopen05g025010	B3
Sopen06g002440.1	Sopen06g002440	B3
Sopen06g010800.1	Sopen06g010800	B3
Sopen06g015150.1	Sopen06g015150	B3
Sopen06g030390.1	Sopen06g030390	B3
Sopen06g030580.1	Sopen06g030580	B3
Sopen06g033900.1	Sopen06g033900	B3
Sopen06g034980.1	Sopen06g034980	B3
Sopen06g034990.1	Sopen06g034990	B3
Sopen07g028530.1	Sopen07g028530	B3
Sopen08g002160.1	Sopen08g002160	B3
Sopen08g002160.2	Sopen08g002160	B3
Sopen08g002170.1	Sopen08g002170	B3
Sopen08g002170.2	Sopen08g002170	B3
Sopen08g002170.3	Sopen08g002170	B3
Sopen08g002180.1	Sopen08g002180	B3
Sopen08g002190.1	Sopen08g002190	B3
Sopen08g002190.2	Sopen08g002190	B3
Sopen08g002200.1	Sopen08g002200	B3
Sopen08g002200.2	Sopen08g002200	B3
Sopen08g002210.1	Sopen08g002210	B3
Sopen08g002220.1	Sopen08g002220	B3
Sopen08g002240.1	Sopen08g002240	B3
Sopen08g002250.1	Sopen08g002250	B3
Sopen08g002250.2	Sopen08g002250	B3
Sopen08g002250.3	Sopen08g002250	B3
Sopen08g002250.4	Sopen08g002250	B3
Sopen08g002250.5	Sopen08g002250	B3
Sopen08g002260.1	Sopen08g002260	B3
Sopen08g002260.2	Sopen08g002260	B3
Sopen08g002440.1	Sopen08g002440	B3
Sopen08g002450.1	Sopen08g002450	B3
Sopen08g004530.1	Sopen08g004530	B3
Sopen08g004540.1	Sopen08g004540	B3
Sopen08g009980.1	Sopen08g009980	B3
Sopen08g031590.1	Sopen08g031590	B3
Sopen08g031590.2	Sopen08g031590	B3
Sopen09g004970.1	Sopen09g004970	B3
Sopen09g022530.1	Sopen09g022530	B3
Sopen09g022740.1	Sopen09g022740	B3
Sopen10g020570.1	Sopen10g020570	B3
Sopen10g027510.1	Sopen10g027510	B3
Sopen10g027510.2	Sopen10g027510	B3
Sopen10g032690.1	Sopen10g032690	B3
Sopen11g021070.1	Sopen11g021070	B3
Sopen12g003260.1	Sopen12g003260	B3
Sopen01g004380.1	Sopen01g004380	AP2
Sopen01g040570.1	Sopen01g040570	AP2
Sopen02g015090.1	Sopen02g015090	AP2
Sopen02g036630.1	Sopen02g036630	AP2
Sopen02g037720.1	Sopen02g037720	AP2
Sopen03g008400.1	Sopen03g008400	AP2
Sopen03g008400.2	Sopen03g008400	AP2
Sopen03g008400.3	Sopen03g008400	AP2
Sopen03g036630.1	Sopen03g036630	AP2
Sopen03g041210.1	Sopen03g041210	AP2
Sopen04g004580.1	Sopen04g004580	AP2
Sopen04g031090.1	Sopen04g031090	AP2
Sopen05g029780.1	Sopen05g029780	AP2
Sopen06g021600.1	Sopen06g021600	AP2
Sopen06g025830.1	Sopen06g025830	AP2
Sopen06g031890.1	Sopen06g031890	AP2
Sopen07g007440.1	Sopen07g007440	AP2
Sopen07g007440.2	Sopen07g007440	AP2
Sopen08g024960.1	Sopen08g024960	AP2
Sopen08g029950.1	Sopen08g029950	AP2
Sopen08g029960.1	Sopen08g029960	AP2
Sopen09g002130.1	Sopen09g002130	AP2
Sopen09g002150.1	Sopen09g002150	AP2
Sopen10g033790.1	Sopen10g033790	AP2
Sopen11g004350.1	Sopen11g004350	AP2
Sopen11g023650.1	Sopen11g023650	AP2
Sopen11g030250.1	Sopen11g030250	AP2
Sopen02g009530.1	Sopen02g009530	AP2
Sopen09g002130.2	Sopen09g002130	AP2
Sopen11g030250.2	Sopen11g030250	AP2
Sopen06g031890.2	Sopen06g031890	AP2
Sopen04g020090.1	Sopen04g020090	AP2
Sopen11g005520.1	Sopen11g005520	AP2
Sopen12g005500.1	Sopen12g005500	AP2
Sopen00g003270.1	Sopen00g003270	ERF
Sopen01g001650.1	Sopen01g001650	ERF
Sopen01g004960.1	Sopen01g004960	ERF
Sopen01g009300.1	Sopen01g009300	ERF
Sopen01g009430.1	Sopen01g009430	ERF
Sopen01g021420.1	Sopen01g021420	ERF
Sopen01g027380.1	Sopen01g027380	ERF
Sopen01g029490.1	Sopen01g029490	ERF
Sopen01g036090.1	Sopen01g036090	ERF
Sopen01g036100.1	Sopen01g036100	ERF
Sopen01g036120.1	Sopen01g036120	ERF
Sopen01g036130.1	Sopen01g036130	ERF
Sopen01g037540.1	Sopen01g037540	ERF
Sopen01g039250.1	Sopen01g039250	ERF
Sopen01g050460.1	Sopen01g050460	ERF
Sopen02g016210.1	Sopen02g016210	ERF
Sopen02g022260.1	Sopen02g022260	ERF
Sopen02g022270.1	Sopen02g022270	ERF
Sopen02g022680.1	Sopen02g022680	ERF
Sopen02g022700.1	Sopen02g022700	ERF
Sopen02g033000.1	Sopen02g033000	ERF
Sopen02g035400.1	Sopen02g035400	ERF
Sopen02g035420.1	Sopen02g035420	ERF
Sopen02g035430.1	Sopen02g035430	ERF
Sopen02g037700.1	Sopen02g037700	ERF
Sopen03g001520.1	Sopen03g001520	ERF
Sopen03g001530.1	Sopen03g001530	ERF
Sopen03g001540.1	Sopen03g001540	ERF
Sopen03g002330.1	Sopen03g002330	ERF
